,crashed,crashed_std,merged,merged_std,mean_speed,mean_speed_std,max_speed,max_speed_std,mean_abs_jerk,mean_abs_jerk_std,closest_distance,closest_distance_std,mean_closest_distance,mean_closest_distance_std,mean_abs_jerk_merged,mean_abs_jerk_merged_std,closest_distance_merged,closest_distance_merged_std,mean_closest_distance_merged,mean_closest_distance_merged_std,mean_disruption,mean_disruption_std,max_disruption,max_disruption_std,total_disruption,total_disruption_std,disruption_time,disruption_time_std,time_taken,time_taken_std,time_to_merge,time_to_merge_std,clock_time_per_episode,clock_time_per_episode_std,clock_time_per_step,clock_time_per_step_std,ALT_A_WEIGHT,ALT_D_WEIGHT,ALT_J_WEIGHT,ALT_V_WEIGHT,AVOID_UNVISITED_STATES,A_WEIGHT,BASE_TRAFFIC_INTERVAL,BATCH_SIZE,CARS_AHEAD,CARS_BEHIND,CAR_LENGTH,CHECK_ROLLOUT_CRASH,CLIP_MAX_REWARD,CLIP_MIN_REWARD,CLIP_TARGETS,COMBINATION_MIN_DISTANCE,CRASH_MIN_S,CRASH_REWARD,CUDA,DESIRED_SPEED,DESIRED_TTC,DISCOUNT_FACTOR,DOUBLE_DQN,D_WEIGHT,EPS_DECAY_COEFFICIENT,EPS_DECAY_RATE,EPS_END,EPS_START,EVALUATION_EPISODE_LENGTH,EVALUATION_PERIOD,EVALUATION_TICK_LENGTH,FULL_LOG_DIR,FUTURE_S,FUTURE_T,GAMMA,GYM_ENVIRONMENT,INIT_MODEL_NAME,INVALID_ACTION_PENALTY,J_WEIGHT,LEARNING_RATE,LIMIT_DQN_SPEED,LOG_DIR,LOG_FILE,LOG_LEVEL,MAXIMUM_POSITIVE_JERK,MAX_EPISODE_LENGTH,MAX_NEGATIVE_ACCELERATION,MAX_POSITIVE_ACCELERATION,MAX_PREDICTED_DECELERATION,MAX_SPEED,MAX_START_SPEED,MERGE_POINT_X,MINIMUM_NEGATIVE_JERK,MIN_ALLOWED_DISTANCE,MIN_FOLLOW_DISTANCE,MIN_START_SPEED,MODEL_NAME,NORMALIZE_VECTOR_INPUT,NUM_EPISODES,NUM_EVALUATION_EPISODES,NUM_TRAINING_EPISODES,OTHER_CAR_SPEED,PER_ALPHA,PER_MAX_PRIORITY,PER_MIN_PRIORITY,RANDOMIZE_START_SPEED,REMEMBER_LAST_CHOICE_FOR_SWITCHING_COMBINED,REPLAY_BUFFER_SIZE,REWARD_FUNCTION,ROLLOUT_LENGTH,SEED,SENSOR_RADIUS,START_SPEED,START_SPEED_VARIANCE,START_UNCERTAINTY,STEP_SIZE,STEP_SIZE_HALF_PER_EPISODES,STOP_X,ST_TEST_ROLLOUTS,SUCCESS_REWARD,SYSTEM,S_DISCRETIZATION,TARGET_NET_FREEZE_PERIOD,TASK,TEST_ROLLOUT_STATE,TEST_ST_STRICTLY_BETTER,TICK_LENGTH,TIME_REWARD,TRAFFIC_DENSITY,TRAINING_EPISODE_LENGTH,TRAINING_STEPS_PER_EPISODE,TRAINING_TICK_LENGTH,T_DISCRETIZATION,UNCERTAINTY_PER_SECOND,USE_ACCELERATION_OF_OTHER_CARS,USE_ALTERNATE_TRAFFIC_DISTRIBUTION,USE_CYTHON,USE_DROPOUT,USE_FAST_ST_SOLVER,USE_GUI,USE_MIN_ALLOWED_DISTANCE_IN_COMBINED_SOLVER,USE_PRIORITIZED_ER,USE_SIMPLE_TRAFFIC_DISTRIBUTION,USE_SPEED_DIFFERENCE,VARY_TRAFFIC_START_TIMES,V_WEIGHT,WT_EFFICIENT,WT_SAFE,WT_SMOOTH,ST_DESCRIPTION,TRAFFIC_DESCRIPTION,TIME,percent st solver,percent st solver_std
28,0.0,0.0,1.0,0.0,9.927264002338694,0.02165425037489156,19.89617577766497,0.04967988980376193,1.3704751870529337,0.005887456105787411,6.513161915244229,0.02792089694973336,14.216506990670723,0.1345469618845965,1.3704751870529337,0.005887456105787411,6.513161915244229,0.02792089694973336,14.216506990670723,0.1345469618845965,0.2987163709204628,0.0017704524945514582,6.235511321790093,0.04267184571669514,6.104824919775089,0.041726082037479816,4.3648500000000015,0.04896455862535008,27.302550000000004,0.0616940833010232,27.302550000000004,0.0616940833010232,21.74065590075031,0.0948862287016226,0.15721615100923367,0.0004180213695236683,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.999,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/combined_default_3b,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,combined_default_3b,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_default3_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,102,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,True,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-1.2-varying,2020-10-27 15:28:31.982770-07:00,0.15753959129057654,0.0014518925056306036
29,0.0,0.0,1.0,0.0,9.479042592995391,0.02345090846164133,16.610915678139147,0.05308314076249749,0.7804248588131336,0.0037332443429664735,6.3742236608845975,0.01489179645560488,11.81254994105599,0.0259595664826188,0.7804248588131336,0.0037332443429664735,6.3742236608845975,0.01489179645560488,11.81254994105599,0.0259595664826188,0.33347701814677666,0.0015492780579359712,6.549616461131909,0.03525688093652324,6.5771345823365,0.0270047424216936,3.0304,0.012880428422963648,28.78685,0.07306116446384632,28.78685,0.07306116446384632,25.79813687138632,0.10073494659221886,0.17765669779581367,0.0003649223038483884,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.9990000000000001,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/combined_default_1b,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,combined_default_1b,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_default1_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,100,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,True,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-1.2-varying,2020-10-28 00:20:26.215800-07:00,0.039479303938158516,0.00047146039900082266
30,0.0005,0.0003535091826042804,0.9995,0.0003535091826042804,11.710026888595015,0.010952411427471113,20.07273954673229,0.02556656270033222,1.0469738785500586,0.0022894154248521564,6.333165859041053,0.009714526796610256,9.498599895281775,0.005902272037986805,1.047025884960311,0.002290236668975433,6.333358103638233,0.009717932715844728,9.498643846909758,0.005905046838525136,0.3747222808436471,0.0016172294828354365,6.328499336735993,0.04667780396267262,6.019535752477776,0.024576813603917468,2.5707000000000004,0.0072628207083171425,22.79715,0.02050586725849472,22.795747873936968,0.020492016202782584,14.926169946622105,0.03663366009083807,0.13068033788317499,0.0002662302184539892,0.01,0.05,0.1,0.0001,True,10.0,2.4,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.999,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/cross_medium_network_low_traffic_2b,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,cross_medium_network_low_traffic_2b,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_medium2_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,201,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,True,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-2.4-varying,2020-10-28 07:19:11.605858-07:00,0.10462525773101408,0.0008495107953678183
31,0.00025,0.00024999999999999995,0.99975,0.00024999999999999995,10.597578106843224,0.010387378856941527,19.14831220323501,0.031352211771552896,0.6799965746805853,0.002514094118429577,7.402116529816049,0.015035691311151053,11.749918872929866,0.028352195052457205,0.6797600663251907,0.0025035708433424862,7.403323806498048,0.014990892556720859,11.752090487411664,0.028275976026392587,0.35375023717357024,0.0011208809492242906,6.19938134564603,0.04090349262698309,6.46947424517048,0.01985189864444456,3.0991000000000004,0.01591235677938905,25.2011,0.02350867631249134,25.2031007751938,0.023429238681655303,22.350722646168432,0.05374229154666255,0.17702128362411798,0.0003501348470854629,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.9990000000000001,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/combined_default_2b,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,combined_default_2b,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_default2_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,101,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,True,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-1.2-varying,2020-10-28 17:39:14.465378-07:00,0.060468393244469225,0.0004437360916326985
32,0.0,0.0,1.0,0.0,11.364638131539776,0.015732523868411584,18.99524851072809,0.032686019297340815,0.5684516202866243,0.0026260626127477442,7.180778552709443,0.017863710230516854,9.534857297442585,0.015854998578311182,0.5684516202866243,0.0026260626127477442,7.180778552709443,0.017863710230516854,9.534857297442585,0.015854998578311182,0.21445820782627448,0.0016685018375258447,5.556099187959044,0.056524622783471985,3.5709676967267536,0.027517405225063088,1.83925,0.026980258393142567,23.584450000000004,0.03133899459970964,23.584450000000004,0.03133899459970964,15.343256589256224,0.050150737559478464,0.1294177173006374,0.0003233630547113857,0.01,0.05,0.1,0.0001,True,10.0,2.4,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.999,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/combined_low_2b,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,combined_low_2b,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_low2_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,101,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,True,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-2.4-varying,2020-10-28 20:31:05.790476-07:00,0.06579942592723298,0.0006472643305825448
33,0.0,0.0,1.0,0.0,10.39107571599386,0.02068598397139501,18.988281618758208,0.03356449268743164,0.7360409763395429,0.004274397804423468,7.0435464060425925,0.014828224015244846,10.580879298913027,0.02152234220175896,0.7360409763395429,0.004274397804423468,7.0435464060425925,0.014828224015244846,10.580879298913027,0.02152234220175896,0.3619510444182509,0.0017362511722721116,5.941298407127541,0.04767886474119115,7.039611997599219,0.04196653074883158,4.357,0.04678610888924457,26.0969,0.06409414647534595,26.0969,0.06409414647534595,19.1668709991863,0.06692605944827205,0.14699048663654446,0.0003870859571040134,0.01,0.05,0.1,0.0001,True,10.0,2.4,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.9990000000000001,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/cross_medium_network_low_traffic_3b,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,cross_medium_network_low_traffic_3b,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_medium3_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,202,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,True,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-2.4-varying,2020-10-29 08:00:20.062371-07:00,0.1735147015100581,0.0005427872947685629
34,0.0005,0.0003535091826042804,0.9995,0.0003535091826042804,11.443961769272578,0.010318290020038765,19.4570736874892,0.027762998918264545,1.0006209480221715,0.0019743165674242615,6.163299303926379,0.010053854071020371,9.168217556820313,0.00621675866937862,1.0005397592010097,0.0019741265611359087,6.163625089325211,0.010055505548426966,9.168120589240623,0.006219344395969506,0.3826140100951213,0.002098029112352768,6.369291888326527,0.05088733138083664,6.299967522887402,0.03298176792832889,3.6106,0.014363268634662094,23.32945,0.02028388605231616,23.329314657328663,0.020293808514559333,15.002737597549336,0.04423022950800811,0.12838038570851865,0.00033878037134187165,0.01,0.05,0.1,0.0001,True,10.0,1.8,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.999,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/combined_medium_2b,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,combined_medium_2b,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_medium2_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,101,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,True,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-1.8-varying,2020-10-29 16:17:03.103581-07:00,0.08565557132417567,0.0005964032711363108
35,0.083,0.004362626287803227,0.917,0.004362626287803227,11.870274084775467,0.024009333210414808,18.72965084047636,0.03432928888546722,0.556006963327994,0.0020495843824408573,4.1684942768235995,0.02395941891967417,7.791849436068113,0.025145174831020103,0.5471016383513222,0.0020319217796653448,4.3647628022545515,0.02218759552536167,8.14139515177274,0.012492314630341641,0.4955435314721221,0.003390128056053197,8.937654148584645,0.008731447642602863,7.19376912069135,0.034071858443186324,2.33185,0.01492990689538874,22.38440000000001,0.05163231191713652,23.14907306434024,0.02967932339359309,2.1486563294790684,0.005461736220264564,0.01915831999712642,1.8280628121908027e-05,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.9990000000000001,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/ddpg_medium_network_heavy_traffic_3,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,ddpg_medium_network_heavy_traffic_3,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_medium3_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,302,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_DDPG,True,False,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-1.2-varying,2020-10-29 16:37:58.581553-07:00,,
36,0.0,0.0,1.0,0.0,10.465129399095897,0.01730119918184441,18.300094635846925,0.033750769414505555,0.8371531917603428,0.002926314868448591,7.256670785259043,0.01183679559366512,10.039335651087404,0.02043290768090453,0.8371531917603428,0.002926314868448591,7.256670785259043,0.01183679559366512,10.039335651087404,0.02043290768090453,0.38486372245408496,0.0018168199712400965,6.489540133888936,0.04449049264252503,7.207180602767942,0.03679844704732455,3.15375,0.01915657793016537,25.7336,0.04078043061175568,25.7336,0.04078043061175568,16.86820218594745,0.06322508714196286,0.13055311021219482,0.0004003642855721866,0.01,0.05,0.1,0.0001,True,10.0,1.8,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.999,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/combined_medium_1b,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,combined_medium_1b,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_medium1_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,100,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,True,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-1.8-varying,2020-10-29 18:18:41.472296-07:00,0.051542367061370345,0.0006070216180919018
37,0.00325,0.0009000343829391287,0.99675,0.0009000343829391287,12.14346986776464,0.016101714434289156,18.52596200883407,0.03426821034344222,0.2883668475950893,0.000979236914980963,4.608097764740814,0.02542030121522108,6.942181432693737,0.011065507768016205,0.2881050126485076,0.0009792815636142289,4.622221095542164,0.02519903602731573,6.961739779026352,0.009679187261631295,0.2845383733465591,0.002218689979304089,7.751000406403795,0.04607800174664668,4.195522940005201,0.03178113907958576,0.5251500000000001,0.004976249605881423,22.04855,0.028475093188750526,22.08171557562077,0.0270103646120326,0.7873729983298108,0.0010869113007632065,0.007147268102739141,5.68811103320731e-06,0.01,0.05,0.1,0.0001,True,10.0,2.4,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.9990000000000001,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/ddpg_evaluate_low_2_4000,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,ddpg_evaluate_low_2_4000,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_low2_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,1,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_DDPG,True,True,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-2.4-varying,2020-10-31 13:23:52.293682-07:00,,
0,0.00025,0.00024999999999999995,0.99975,0.00024999999999999995,19.416268657512628,0.02345304105560501,23.491503258473678,0.02262763110023128,0.4180842990998191,0.0022044097979717703,3.772708185999812,0.0263367279253002,9.420062787155596,0.02589626012827655,0.4178733807215647,0.002194845021281044,3.7731567720560912,0.026339493024881904,9.420671047368016,0.025895590337832158,0.6652449304490338,0.002794845831204693,8.760350937865319,0.022866016699233268,4.86063402276941,0.02145893535967625,0.5529999999999999,0.003675748601570229,13.7308,0.01604188815395139,13.731682920730185,0.01602157832468783,0.23771810494747114,0.0003472739592066446,0.0034650548789949627,3.7104735220629995e-06,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.9990000000000001,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/ddpg_fast1_extended,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,2e-05,False,ddpg_fast1_extended,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_fast1_extended,True,4000,100,150000,15.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,0,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_DDPG,True,True,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-15.0-1.2-varying,2020-10-21 04:36:43.509226-07:00,,
1,0.00225,0.0007492494368897916,0.99775,0.0007492494368897916,19.443868501112085,0.02437251590631094,23.31802170475125,0.02404870628503888,0.4316134224495511,0.001768800725185679,3.7715492438707137,0.028677021784774583,9.582002375378064,0.0317947770733368,0.4308800775967426,0.0017472058314991898,3.774199878152164,0.02869871958344764,9.597413930545413,0.03141490693771043,0.6816548829590409,0.0029693305849789924,8.697008863769064,0.02558999075590816,4.985869785851955,0.022145004769113186,0.5762999999999999,0.004349058067733647,13.70315,0.017054478390830248,13.715760461037336,0.016558631243392234,0.22074267863145905,0.00033859918114727896,0.0032243985668944704,3.5250638318800568e-06,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.999,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/ddpg_fast2_extended,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,2e-05,False,ddpg_fast2_extended,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_fast2_extended,True,4000,100,150000,15.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,1,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_DDPG,True,True,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-15.0-1.2-varying,2020-10-21 04:48:29.407158-07:00,,
2,0.00025,0.00025,0.99975,0.00025,19.408565813659948,0.02444968038294705,23.30779479008509,0.026723976867316486,0.4521868506935638,0.0018337896022016203,4.1621689788071805,0.020185374326868268,9.48001664669775,0.02546570031485228,0.4521298367668876,0.0018333614822151104,4.1631055903715835,0.02016867579279402,9.482283052627718,0.025370990131577512,0.6646781036264472,0.002752232553593243,8.768741768595422,0.02249681630644257,4.8773508775052,0.02065083211307237,0.5533999999999999,0.0028877664030699697,13.7476,0.01655738798162903,13.749137284321082,0.016489991315860444,0.2156015791513856,0.00026673578918317404,0.003139402677363191,2.3010368224210097e-06,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.9990000000000001,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/ddpg_fast3_extended,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,2e-05,False,ddpg_fast3_extended,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_fast3_extended,True,4000,100,150000,15.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,2,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_DDPG,True,True,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-15.0-1.2-varying,2020-10-21 14:57:51.667936-07:00,,
3,0.0055,0.0011695210322440616,0.9945,0.0011695210322440616,15.409470083277887,0.0206002069102842,19.576354534562167,0.0270164077465297,0.32618791941695385,0.0010111054030585438,4.3478336990620985,0.025024451419356004,7.059835171279304,0.014728366384187275,0.3253665240441394,0.000996840626246698,4.369287031816639,0.024727512406798016,7.0925123805978165,0.013039207557898004,0.456650142558494,0.0033864383220047877,7.959434377591236,0.045383544914172826,4.7933455924960855,0.035322871421860275,0.5740999999999999,0.004789888647799089,17.385900000000003,0.02388049134684506,17.425641025641028,0.022434297872514955,0.3803474155346739,0.0005684702473006872,0.004379525364458208,4.124258875679711e-06,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.999,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/ddpg_moderate3_extended,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,2e-05,False,ddpg_moderate3_extended,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_moderate3_extended,True,4000,100,150000,11.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,2,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_DDPG,True,True,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-11.0-1.2-varying,2020-10-22 02:09:43.665642-07:00,,
4,0.00625,0.0012462434175007364,0.99375,0.0012462434175007364,15.54634769286851,0.018203549099722258,19.857122482479586,0.025217864764697367,0.3404671385882377,0.001643554674966366,4.313307232122183,0.024455258678609714,7.6528667775827985,0.020930660229057558,0.3399113357772024,0.0016485611690143756,4.338342251862452,0.02408924002220053,7.6959612863558275,0.01920543692583637,0.5054120566253139,0.0028527919007925377,8.418457235264167,0.034865203877473286,5.264635094731292,0.030128496669705025,0.606,0.004512880623601817,17.1914,0.020542444061065385,17.234364779874216,0.018753774269302564,0.3435277122601183,0.0004369660887572568,0.003998253266537613,2.7183096238132814e-06,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.9990000000000001,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/ddpg_moderate1_extended,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,2e-05,False,ddpg_moderate1_extended,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_moderate1_extended,True,4000,100,150000,11.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,0,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_DDPG,True,True,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-11.0-1.2-varying,2020-10-22 05:43:05.891309-07:00,,
